top_label	is_cell_line	is_bulk_sorted	is_control	adjacent_normal	barrett_grade	tissue_origin	run_accession	study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_strategy	library_source	library_selection	library_layout	read_count	base_count	first_public	last_updated	center_name	study_title	experiment_title	sample_title	sample_description	collection_date	fastq_ftp	fastq_md5	fastq_bytes	submitted_ftp	submitted_md5	submitted_bytes	ScientificName	TaxID	LibraryStrategy	LibrarySource	LibrarySelection	LibraryLayout	BioSample	BioProject
Tumor	no	yes	no	no	unknown	unknown	SRR17222915	PRJNA788529	SRP350625	SAMN24011571	SRS11305650	SRX13402599	SRA1343114	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GSM5732625	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	31494629	9448388700	2022-01-13	2022-01-13		Inflammatory fibroblasts mediate resistance to neoadjuvant therapy in rectal cancer	Illumina HiSeq 4000 sequencing: GSM5732625: GSH_RADONC_RectalCancer_078 Homo sapiens RNA-Seq	GSH_RADONC_RectalCancer_078	GSH_RADONC_RectalCancer_078		ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/015/SRR17222915/SRR17222915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/015/SRR17222915/SRR17222915_2.fastq.gz	227e92d92f2bf9bc66f5a643ff257dd5;8e73ce73e1b16923b1c4dbf71c7fc49d	2810211751;3006867641				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN24011571	PRJNA788529
Tumor	no	yes	no	no	unknown	unknown	SRR17222924	PRJNA788529	SRP350625	SAMN24011580	SRS11305642	SRX13402590	SRA1343114	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GSM5732616	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	49535539	14860661700	2022-01-13	2022-01-13		Inflammatory fibroblasts mediate resistance to neoadjuvant therapy in rectal cancer	Illumina HiSeq 4000 sequencing: GSM5732616: GSH_RADONC_RectalCancer_069 Homo sapiens RNA-Seq	GSH_RADONC_RectalCancer_069	GSH_RADONC_RectalCancer_069		ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/024/SRR17222924/SRR17222924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/024/SRR17222924/SRR17222924_2.fastq.gz	dccf2cbc5c61fbc0f4050e528cbf1da8;2a05e1e193ae6316dfeaa02ce8d1eb3a	3122622304;3299632046				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN24011580	PRJNA788529
Tumor	no	yes	no	no	unknown	unknown	SRR17222933	PRJNA788529	SRP350625	SAMN24011589	SRS11305632	SRX13402581	SRA1343114	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GSM5732607	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	30496227	9148868100	2022-01-13	2022-01-13		Inflammatory fibroblasts mediate resistance to neoadjuvant therapy in rectal cancer	Illumina HiSeq 4000 sequencing: GSM5732607: GSH_RADONC_RectalCancer_060 Homo sapiens RNA-Seq	GSH_RADONC_RectalCancer_060	GSH_RADONC_RectalCancer_060		ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/033/SRR17222933/SRR17222933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/033/SRR17222933/SRR17222933_2.fastq.gz	8fe4ebeafa66e5ba65c751efedb8378a;476e578c04eca20d0b9d2176c66663bc	1705645046;1884741575				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN24011589	PRJNA788529
Tumor	no	yes	no	no	unknown	unknown	SRR17222938	PRJNA788529	SRP350625	SAMN24011534	SRS11305628	SRX13402577	SRA1343114	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GSM5732662	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	30087445	9026233500	2022-01-13	2022-01-13		Inflammatory fibroblasts mediate resistance to neoadjuvant therapy in rectal cancer	Illumina HiSeq 4000 sequencing: GSM5732662: GSH_RADONC_RectalCancer_115 Homo sapiens RNA-Seq	GSH_RADONC_RectalCancer_115	GSH_RADONC_RectalCancer_115		ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/038/SRR17222938/SRR17222938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/038/SRR17222938/SRR17222938_2.fastq.gz	dda60704fecb48dbfa90cf4ba7110f36;81670fef379679602583d1407dfe3f5c	2665292316;2858426978				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN24011534	PRJNA788529
Tumor	no	yes	no	no	unknown	unknown	SRR17222941	PRJNA788529	SRP350625	SAMN24011537	SRS11305625	SRX13402574	SRA1343114	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GSM5732659	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	21138370	6341511000	2022-01-13	2022-01-13		Inflammatory fibroblasts mediate resistance to neoadjuvant therapy in rectal cancer	Illumina HiSeq 4000 sequencing: GSM5732659: GSH_RADONC_RectalCancer_112 Homo sapiens RNA-Seq	GSH_RADONC_RectalCancer_112	GSH_RADONC_RectalCancer_112		ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/041/SRR17222941/SRR17222941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/041/SRR17222941/SRR17222941_2.fastq.gz	5a9cf03559c1bd1172eeaac770ae7390;5961f3d64ef9b6ec38cbd79194d1b010	1542420424;1684820208				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN24011537	PRJNA788529
Tumor	no	yes	no	no	unknown	unknown	SRR17222947	PRJNA788529	SRP350625	SAMN24011543	SRS11305619	SRX13402568	SRA1343114	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GSM5732653	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	54649121	16394736300	2022-01-13	2022-01-13		Inflammatory fibroblasts mediate resistance to neoadjuvant therapy in rectal cancer	Illumina HiSeq 4000 sequencing: GSM5732653: GSH_RADONC_RectalCancer_106 Homo sapiens RNA-Seq	GSH_RADONC_RectalCancer_106	GSH_RADONC_RectalCancer_106		ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/047/SRR17222947/SRR17222947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/047/SRR17222947/SRR17222947_2.fastq.gz	beeb79be86c7564c70b797264f24a73c;76ad9182028a273e439d987af087ede6	2429225969;2614060387				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN24011543	PRJNA788529
Tumor	no	yes	no	no	unknown	unknown	SRR17222951	PRJNA788529	SRP350625	SAMN24011547	SRS11305615	SRX13402564	SRA1343114	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GSM5732649	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	33092900	9927870000	2022-01-13	2022-01-13		Inflammatory fibroblasts mediate resistance to neoadjuvant therapy in rectal cancer	Illumina HiSeq 4000 sequencing: GSM5732649: GSH_RADONC_RectalCancer_102 Homo sapiens RNA-Seq	GSH_RADONC_RectalCancer_102	GSH_RADONC_RectalCancer_102		ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/051/SRR17222951/SRR17222951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/051/SRR17222951/SRR17222951_2.fastq.gz	97b25f770422a19d17038958aa2d0e2a;81011b81e57672c376705bfeb7efb2af	2025393676;2178579262				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN24011547	PRJNA788529
Tumor	no	yes	no	no	unknown	unknown	SRR17222955	PRJNA788529	SRP350625	SAMN24011551	SRS11305611	SRX13402560	SRA1343114	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GSM5732645	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	44187565	13256269500	2022-01-13	2022-01-13		Inflammatory fibroblasts mediate resistance to neoadjuvant therapy in rectal cancer	Illumina HiSeq 4000 sequencing: GSM5732645: GSH_RADONC_RectalCancer_098 Homo sapiens RNA-Seq	GSH_RADONC_RectalCancer_098	GSH_RADONC_RectalCancer_098		ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/055/SRR17222955/SRR17222955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/055/SRR17222955/SRR17222955_2.fastq.gz	bf30006ee3946bdb30b959d039b93605;78456f8f358679e1270810593ce2eb79	2648671523;2812403502				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN24011551	PRJNA788529
Tumor	no	yes	no	no	unknown	unknown	SRR17222971	PRJNA788529	SRP350625	SAMN24011593	SRS11305594	SRX13402543	SRA1343114	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GSM5732603	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	31777393	9533217900	2022-01-13	2022-01-13		Inflammatory fibroblasts mediate resistance to neoadjuvant therapy in rectal cancer	Illumina HiSeq 4000 sequencing: GSM5732603: GSH_RADONC_RectalCancer_056 Homo sapiens RNA-Seq	GSH_RADONC_RectalCancer_056	GSH_RADONC_RectalCancer_056		ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/071/SRR17222971/SRR17222971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/071/SRR17222971/SRR17222971_2.fastq.gz	9e1432d0206e4f7eaabb400c889b2ed5;93d4c2508a2622d4520846f9bfb4b9fb	1853437998;2015853446				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN24011593	PRJNA788529
Tumor	no	yes	no	no	unknown	unknown	SRR17222980	PRJNA788529	SRP350625	SAMN24011602	SRS11305585	SRX13402534	SRA1343114	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GSM5732594	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	32764310	9829293000	2022-01-13	2022-01-13		Inflammatory fibroblasts mediate resistance to neoadjuvant therapy in rectal cancer	Illumina HiSeq 4000 sequencing: GSM5732594: GSH_RADONC_RectalCancer_047 Homo sapiens RNA-Seq	GSH_RADONC_RectalCancer_047	GSH_RADONC_RectalCancer_047		ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/080/SRR17222980/SRR17222980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/080/SRR17222980/SRR17222980_2.fastq.gz	398d80200bfc025c6480dbb43fb2b55b;445b17495255687f803e8a82c2faef4d	2017652534;2184155751				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN24011602	PRJNA788529
Tumor	no	yes	no	no	unknown	unknown	SRR17222998	PRJNA788529	SRP350625	SAMN24011620	SRS11305567	SRX13402516	SRA1343114	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GSM5732576	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	32234241	9670272300	2022-01-13	2022-01-13		Inflammatory fibroblasts mediate resistance to neoadjuvant therapy in rectal cancer	Illumina HiSeq 4000 sequencing: GSM5732576: GSH_RADONC_RectalCancer_029 Homo sapiens RNA-Seq	GSH_RADONC_RectalCancer_029	GSH_RADONC_RectalCancer_029		ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/098/SRR17222998/SRR17222998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/098/SRR17222998/SRR17222998_2.fastq.gz	ae21720256cb55750500f5acda8e8c36;37864a64e19c6e97382b54ad42f65dd2	1854804683;2022051341				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN24011620	PRJNA788529
Tumor	no	yes	no	no	unknown	unknown	SRR17222999	PRJNA788529	SRP350625	SAMN24011621	SRS11305566	SRX13402515	SRA1343114	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GSM5732575	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	29023555	8707066500	2022-01-13	2022-01-13		Inflammatory fibroblasts mediate resistance to neoadjuvant therapy in rectal cancer	Illumina HiSeq 4000 sequencing: GSM5732575: GSH_RADONC_RectalCancer_028 Homo sapiens RNA-Seq	GSH_RADONC_RectalCancer_028	GSH_RADONC_RectalCancer_028		ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/099/SRR17222999/SRR17222999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/099/SRR17222999/SRR17222999_2.fastq.gz	60cab43c8a7ac96a26d732c5e82d2b0f;76e9260c5c03f0351da9ae70f64cacf4	1687450564;1827424452				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN24011621	PRJNA788529
Tumor	no	yes	no	no	unknown	unknown	SRR17223001	PRJNA788529	SRP350625	SAMN24011623	SRS11305564	SRX13402513	SRA1343114	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GSM5732573	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	32200876	9660262800	2022-01-13	2022-01-13		Inflammatory fibroblasts mediate resistance to neoadjuvant therapy in rectal cancer	Illumina HiSeq 4000 sequencing: GSM5732573: GSH_RADONC_RectalCancer_026 Homo sapiens RNA-Seq	GSH_RADONC_RectalCancer_026	GSH_RADONC_RectalCancer_026		ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/001/SRR17223001/SRR17223001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/001/SRR17223001/SRR17223001_2.fastq.gz	4f697670130ca9fe78d6d0477564dc1e;5476e0092bd3a1561f48f44824e19a80	1880417054;2016853527				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN24011623	PRJNA788529
Tumor	no	yes	no	no	unknown	unknown	SRR17223011	PRJNA788529	SRP350625	SAMN24011633	SRS11305555	SRX13402503	SRA1343114	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GSM5732563	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	32353265	9705979500	2022-01-13	2022-01-13		Inflammatory fibroblasts mediate resistance to neoadjuvant therapy in rectal cancer	Illumina HiSeq 4000 sequencing: GSM5732563: GSH_RADONC_RectalCancer_016 Homo sapiens RNA-Seq	GSH_RADONC_RectalCancer_016	GSH_RADONC_RectalCancer_016		ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/011/SRR17223011/SRR17223011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/011/SRR17223011/SRR17223011_2.fastq.gz	3a265ac6b70dd9db676fac1abe01bc25;6004150b23412143991c8c6f8eedca7a	2023705144;2147720469				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN24011633	PRJNA788529
Tumor	no	yes	no	no	unknown	unknown	SRR17223014	PRJNA788529	SRP350625	SAMN24011636	SRS11305552	SRX13402500	SRA1343114	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GSM5732560	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	36395789	10918736700	2022-01-13	2022-01-13		Inflammatory fibroblasts mediate resistance to neoadjuvant therapy in rectal cancer	Illumina HiSeq 4000 sequencing: GSM5732560: GSH_RADONC_RectalCancer_013 Homo sapiens RNA-Seq	GSH_RADONC_RectalCancer_013	GSH_RADONC_RectalCancer_013		ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/014/SRR17223014/SRR17223014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/014/SRR17223014/SRR17223014_2.fastq.gz	06c48866bdbc077088809873c9b37bcc;4e26c8fa18afca6a41a1bb217007cbb8	2138272871;2365085895				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN24011636	PRJNA788529
Tumor	no	yes	no	no	unknown	unknown	SRR17223017	PRJNA788529	SRP350625	SAMN24011639	SRS11306363	SRX13402497	SRA1343114	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GSM5732557	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	28753154	8625946200	2022-01-13	2022-01-13		Inflammatory fibroblasts mediate resistance to neoadjuvant therapy in rectal cancer	Illumina HiSeq 4000 sequencing: GSM5732557: GSH_RADONC_RectalCancer_010 Homo sapiens RNA-Seq	GSH_RADONC_RectalCancer_010	GSH_RADONC_RectalCancer_010		ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/017/SRR17223017/SRR17223017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/017/SRR17223017/SRR17223017_2.fastq.gz	afb8d8fedc5fabf2a55de29a4b1d43fc;3c6609439022280d9bc18466eac5c1bd	2481920059;2656513115				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN24011639	PRJNA788529
Tumor	no	no	no	no	unknown	liver	SRR13781086	PRJNA298376	SRP278662	SAMN17814890	SRS8317178	SRX10166566	SRA1199949	9606.0	Homo sapiens	ILLUMINA	NextSeq 550	4323Met-Frag1_rna_Sample	RNA-Seq	TRANSCRIPTOMIC	Hybrid Selection	PAIRED	0	0	2021-03-29	2021-03-29	NIH-phs001003	Prospective Procurement of Solid Tumor Tissue to Identify Novel Therapeutic Targets	NextSeq 550 sequencing: RNA-Seq of 4323 Rectal Cancer sample: Sample 4323Met-Frag1_FrTu_September_10_2018_rna	Tumor RNA sample from liver of a human male participant in the dbGaP study Prospective Procurement of Solid Tumor Tissue to Identify Novel Therapeutic Targets	Tumor RNA sample from liver of a human male participant in the dbGaP study Prospective Procurement of Solid Tumor Tissue to Identify Novel Therapeutic Targets					Protected file(s). Go to dbGap										
Tumor	no	no	no	no	unknown	liver	SRR13781090	PRJNA298376	SRP278662	SAMN17814707	SRS8317183	SRX10166570	SRA1199949	9606.0	Homo sapiens	ILLUMINA	NextSeq 550	4323Met-Frag7_rna_Sample	RNA-Seq	TRANSCRIPTOMIC	Hybrid Selection	PAIRED	0	0	2021-03-29	2021-03-29	NIH-phs001003	Prospective Procurement of Solid Tumor Tissue to Identify Novel Therapeutic Targets	NextSeq 550 sequencing: RNA-Seq of 4323 Rectal Cancer sample: Sample 4323Met-Frag7_FrTu_September_10_2018_rna	Tumor RNA sample from liver of a human male participant in the dbGaP study Prospective Procurement of Solid Tumor Tissue to Identify Novel Therapeutic Targets	Tumor RNA sample from liver of a human male participant in the dbGaP study Prospective Procurement of Solid Tumor Tissue to Identify Novel Therapeutic Targets					Protected file(s). Go to dbGap			Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	Hybrid Selection	PAIRED	SAMN17814707	PRJNA298376
Tumor	no	no	no	no	unknown	liver	SRR13781088	PRJNA298376	SRP278662	SAMN17814892	SRS8317180	SRX10166568	SRA1199949	9606.0	Homo sapiens	ILLUMINA	NextSeq 550	4323Met-Frag13_rna_Sample	RNA-Seq	TRANSCRIPTOMIC	Hybrid Selection	PAIRED	0	0	2021-03-29	2021-03-29	NIH-phs001003	Prospective Procurement of Solid Tumor Tissue to Identify Novel Therapeutic Targets	NextSeq 550 sequencing: RNA-Seq of 4323 Rectal Cancer sample: Sample 4323Met-Frag13_FrTu_September_10_2018_rna	Tumor RNA sample from liver of a human male participant in the dbGaP study Prospective Procurement of Solid Tumor Tissue to Identify Novel Therapeutic Targets	Tumor RNA sample from liver of a human male participant in the dbGaP study Prospective Procurement of Solid Tumor Tissue to Identify Novel Therapeutic Targets					Protected file(s). Go to dbGap			Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	Hybrid Selection	PAIRED	SAMN17814892	PRJNA298376
Tumor	no	yes	no	no	unknown	unknown	SRR12454950	PRJNA657259	SRP277545	SAMN15823060	SRS7204617	SRX8949339	SRA1112961	9606.0	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	23468509	7040552700	2023-08-18	2023-08-19	GEO	Therapy-induced senescence of cancer-associated fibroblasts determines survival in rectal cancer	Illumina NovaSeq 6000 sequencing: GSM4728160: 103306-17 Tumor biopsy Homo sapiens RNA-Seq	103306-17 Tumor biopsy	103306-17 Tumor biopsy		ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/050/SRR12454950/SRR12454950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/050/SRR12454950/SRR12454950_2.fastq.gz	4d2add1108c570b43f62c0002c9b022f;a845558fc29e3b244f8263ba1838c04d	1231617426;1232250817				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN15823060	PRJNA657259
Tumor	no	yes	no	no	unknown	unknown	SRR12454951	PRJNA657259	SRP277545	SAMN15823059	SRS7204619	SRX8949340	SRA1112961	9606.0	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	32477151	9743145300	2023-08-18	2023-08-19	GEO	Therapy-induced senescence of cancer-associated fibroblasts determines survival in rectal cancer	Illumina NovaSeq 6000 sequencing: GSM4728161: 1067-13 Tumor biopsy Homo sapiens RNA-Seq	1067-13 Tumor biopsy	1067-13 Tumor biopsy		ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/051/SRR12454951/SRR12454951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/051/SRR12454951/SRR12454951_2.fastq.gz	72b14683dc18b51b4bf896c34a0d803e;cfab4112bdcd1f457bd5046ba6293328	1478042153;1519591592				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN15823059	PRJNA657259
Tumor	no	yes	no	no	unknown	unknown	SRR12454952	PRJNA657259	SRP277545	SAMN15823058	SRS7204618	SRX8949341	SRA1112961	9606.0	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	37681867	11304560100	2023-08-18	2023-08-19	GEO	Therapy-induced senescence of cancer-associated fibroblasts determines survival in rectal cancer	Illumina NovaSeq 6000 sequencing: GSM4728162: 10859-10 Tumor biopsy Homo sapiens RNA-Seq	10859-10 Tumor biopsy	10859-10 Tumor biopsy		ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/052/SRR12454952/SRR12454952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/052/SRR12454952/SRR12454952_2.fastq.gz	a9c603a3ed193d383804a53a32e7f420;3efc54fe7f389d3abbb796ad1ab64916	1677738591;1736908311				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN15823058	PRJNA657259
Tumor	no	yes	no	no	unknown	unknown	SRR12454955	PRJNA657259	SRP277545	SAMN15823055	SRS7204622	SRX8949344	SRA1112961	9606.0	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	52585193	15775557900	2023-08-18	2023-08-19	GEO	Therapy-induced senescence of cancer-associated fibroblasts determines survival in rectal cancer	Illumina NovaSeq 6000 sequencing: GSM4728165: 11081-14 Tumor biopsy Homo sapiens RNA-Seq	11081-14 Tumor biopsy	11081-14 Tumor biopsy		ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/055/SRR12454955/SRR12454955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/055/SRR12454955/SRR12454955_2.fastq.gz	114b05c3e5bd7d3fbe077670be4bc2f4;2e460d34af4539171673cbde4cdbc529	1561228258;1604287816				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN15823055	PRJNA657259
Tumor	no	yes	no	no	unknown	unknown	SRR12454957	PRJNA657259	SRP277545	SAMN15823097	SRS7204624	SRX8949346	SRA1112961	9606.0	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	33043135	9912940500	2023-08-18	2023-08-19	GEO	Therapy-induced senescence of cancer-associated fibroblasts determines survival in rectal cancer	Illumina NovaSeq 6000 sequencing: GSM4728167: 14997-10 Tumor biopsy Homo sapiens RNA-Seq	14997-10 Tumor biopsy	14997-10 Tumor biopsy		ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/057/SRR12454957/SRR12454957_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/057/SRR12454957/SRR12454957_2.fastq.gz	3f19800f5f1ff5f21f0324dde9061e2b;b3f460ae70030d25fab61168fff56d38	1283933919;1352207946				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN15823097	PRJNA657259
Tumor	no	yes	no	no	unknown	unknown	SRR12454959	PRJNA657259	SRP277545	SAMN15823095	SRS7204626	SRX8949348	SRA1112961	9606.0	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	32234241	9670272300	2023-08-18	2023-08-19	GEO	Therapy-induced senescence of cancer-associated fibroblasts determines survival in rectal cancer	Illumina NovaSeq 6000 sequencing: GSM4728169: 16013-12 Tumor biopsy Homo sapiens RNA-Seq	16013-12 Tumor biopsy	16013-12 Tumor biopsy		ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/059/SRR12454959/SRR12454959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/059/SRR12454959/SRR12454959_2.fastq.gz	eb23aa82bce36b5e498c432cc0e414db;07bc607cb5188f23ff18d973ca77364d	1382335213;1433187452				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN15823095	PRJNA657259
Tumor	no	yes	no	no	unknown	unknown	SRR12454960	PRJNA657259	SRP277545	SAMN15823094	SRS7204627	SRX8949349	SRA1112961	9606.0	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	37983192	11394957600	2023-08-18	2023-08-19	GEO	Therapy-induced senescence of cancer-associated fibroblasts determines survival in rectal cancer	Illumina NovaSeq 6000 sequencing: GSM4728170: 16386 Tumor biopsy Homo sapiens RNA-Seq	16386 Tumor biopsy	16386 Tumor biopsy		ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/060/SRR12454960/SRR12454960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/060/SRR12454960/SRR12454960_2.fastq.gz	91422a6ce27a0c3af7ffbc7c3adff1a6;d131f2b7190f3edcd7c623bc4c1f7ace	1626551045;1694109823				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN15823094	PRJNA657259
