top_label	is_cell_line	is_bulk_sorted	is_control	adjacent_normal	barrett_grade	tissue_origin	run_accession	study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_strategy	library_source	library_selection	library_layout	read_count	base_count	first_public	last_updated	center_name	study_title	experiment_title	sample_title	sample_description	collection_date	fastq_ftp	fastq_md5	fastq_bytes	submitted_ftp	submitted_md5	submitted_bytes	ScientificName	TaxID	LibraryStrategy	LibrarySource	LibrarySelection	LibraryLayout	BioSample	BioProject
Tumor	no	no	no	no	unknown	unknown	SRR27747635	PRJNA1069754	SRP486182	SAMN39624323	SRS20268157	SRX23412836	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037796	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	22182949	6654884700	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037796: cCR.ASCC_103 Homo sapiens RNA-Seq	cCR.ASCC_103	cCR.ASCC_103	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/035/SRR27747635/SRR27747635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/035/SRR27747635/SRR27747635_2.fastq.gz	b5638752d77c2a58b501ac0f077083ce;cd20cf516a0b852e95b2c12af4c2bb7a	1069711195;1080162420				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624323	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747543	PRJNA1069754	SRP486182	SAMN39624254	SRS20268249	SRX23412928	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037865	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	23286989	6986096700	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037865: cCR.ASCC_93 Homo sapiens RNA-Seq	cCR.ASCC_93	cCR.ASCC_93	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/043/SRR27747543/SRR27747543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/043/SRR27747543/SRR27747543_2.fastq.gz	de7c306b344e730dd5dc565c5235a7c3;60f834f87af7ad1760d74dae0219d4cc	970010339;966562318				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624254	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747544	PRJNA1069754	SRP486182	SAMN39624255	SRS20268248	SRX23412927	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037864	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	20530299	6159089700	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037864: cCR.ASCC_91 Homo sapiens RNA-Seq	cCR.ASCC_91	cCR.ASCC_91	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/044/SRR27747544/SRR27747544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/044/SRR27747544/SRR27747544_2.fastq.gz	fc7f9f64129d6f96f18b3a62be307b90;37b6c51935471953a1bc741bb6935988	1024870477;1013011651				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624255	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747547	PRJNA1069754	SRP486182	SAMN39624258	SRS20268244	SRX23412924	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037861	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	22924221	6877266300	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037861: cCR.ASCC_89 Homo sapiens RNA-Seq	cCR.ASCC_89	cCR.ASCC_89	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/047/SRR27747547/SRR27747547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/047/SRR27747547/SRR27747547_2.fastq.gz	67e56810d122f9680013051c22920da5;c7c81575c0cb6e5897ac43a8682ff1fc	1163503326;1159418508				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624258	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747549	PRJNA1069754	SRP486182	SAMN39624260	SRS20268242	SRX23412922	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037859	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	20030873	6009261900	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037859: cCR.ASCC_87 Homo sapiens RNA-Seq	cCR.ASCC_87	cCR.ASCC_87	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/049/SRR27747549/SRR27747549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/049/SRR27747549/SRR27747549_2.fastq.gz	36c02b4e57eccfdae949348682356ddc;c5da92e69fe2fc8cbb997b81d07e637e	1004890970;996067762				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624260	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747550	PRJNA1069754	SRP486182	SAMN39624261	SRS20268243	SRX23412921	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037858	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	22279879	6683963700	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037858: cCR.ASCC_86 Homo sapiens RNA-Seq	cCR.ASCC_86	cCR.ASCC_86	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/050/SRR27747550/SRR27747550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/050/SRR27747550/SRR27747550_2.fastq.gz	b77b4c0108ec6a17f4b57c7dae1c04df;5b8cf9f55740bc75ddbcfd1a20f9938d	1105436370;1093976938				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624261	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747552	PRJNA1069754	SRP486182	SAMN39624263	SRS20268238	SRX23412919	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037856	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	20220682	6066204600	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037856: cCR.ASCC_84 Homo sapiens RNA-Seq	cCR.ASCC_84	cCR.ASCC_84	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/052/SRR27747552/SRR27747552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/052/SRR27747552/SRR27747552_2.fastq.gz	3b6922f9986a969ae4bcbee1a9a19951;39f010bbc98a0eb7bc9824d89fbdfbc9	1032733341;1028316428				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624263	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747554	PRJNA1069754	SRP486182	SAMN39624265	SRS20268241	SRX23412917	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037854	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	22804173	6841251900	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037854: cCR.ASCC_8 Homo sapiens RNA-Seq	cCR.ASCC_8	cCR.ASCC_8	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/054/SRR27747554/SRR27747554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/054/SRR27747554/SRR27747554_2.fastq.gz	66c7e03280d9dfd4bae0b60720a04642;1bf55404eddae5664ee0e82eca8e14ae	1144314910;1161641842				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624265	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747559	PRJNA1069754	SRP486182	SAMN39624270	SRS20268230	SRX23412912	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037849	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	22951604	6885481200	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037849: cCR.ASCC_70 Homo sapiens RNA-Seq	cCR.ASCC_70	cCR.ASCC_70	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/059/SRR27747559/SRR27747559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/059/SRR27747559/SRR27747559_2.fastq.gz	c1daacd9c3211627412bd2e91d852b87;79f2dd53cd1531b9762d5836dfc894e2	987328414;1000855578				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624270	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747564	PRJNA1069754	SRP486182	SAMN39624275	SRS20268228	SRX23412907	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037844	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	19947963	5984388900	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037844: cCR.ASCC_66 Homo sapiens RNA-Seq	cCR.ASCC_66	cCR.ASCC_66	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/064/SRR27747564/SRR27747564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/064/SRR27747564/SRR27747564_2.fastq.gz	54e932690132a34e15745aa235bff8e8;be70fe7af2f9efb5de400a48eaaea3c7	840933226;866694096											
Tumor	no	no	no	no	unknown	unknown	SRR27747567	PRJNA1069754	SRP486182	SAMN39624278	SRS20268224	SRX23412904	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037841	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	19459027	5837708100	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037841: cCR.ASCC_62 Homo sapiens RNA-Seq	cCR.ASCC_62	cCR.ASCC_62	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/067/SRR27747567/SRR27747567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/067/SRR27747567/SRR27747567_2.fastq.gz	674ec0599b078dc3c290b3cd1b71d209;5a349e3fe8a2c199854753a9497398c2	867314680;878259173											
Tumor	no	no	no	no	unknown	unknown	SRR27747568	PRJNA1069754	SRP486182	SAMN39624279	SRS20268225	SRX23412903	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037840	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	22876050	6862815000	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037840: cCR.ASCC_61 Homo sapiens RNA-Seq	cCR.ASCC_61	cCR.ASCC_61	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/068/SRR27747568/SRR27747568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/068/SRR27747568/SRR27747568_2.fastq.gz	579740725d51a1174f075a86e15345f3;a3e9f9101575fb8384c90447122dda72	1142588037;1163137257				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624279	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747571	PRJNA1069754	SRP486182	SAMN39624282	SRS20268220	SRX23412900	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037837	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	25163256	7548976800	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037837: cCR.ASCC_59 Homo sapiens RNA-Seq	cCR.ASCC_59	cCR.ASCC_59	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/071/SRR27747571/SRR27747571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/071/SRR27747571/SRR27747571_2.fastq.gz	17ed49718d1df39598b3d7f8dbc1d295;a7f98e126cdebc8e3d0251fbc8f78cde	1212867389;1240334344				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624282	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747573	PRJNA1069754	SRP486182	SAMN39624284	SRS20268217	SRX23412898	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037835	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	18419223	5525766900	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037835: cCR.ASCC_55 Homo sapiens RNA-Seq	cCR.ASCC_55	cCR.ASCC_55	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/073/SRR27747573/SRR27747573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/073/SRR27747573/SRR27747573_2.fastq.gz	4ded3b7e944e20fc2d133a0791aaee03;071d6ee1f6043ed7d59ce9ac454c9a57	896978292;891271950				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624284	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747575	PRJNA1069754	SRP486182	SAMN39624286	SRS20268218	SRX23412896	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037833	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	21543323	6462996900	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037833: cCR.ASCC_53 Homo sapiens RNA-Seq	cCR.ASCC_53	cCR.ASCC_53	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/075/SRR27747575/SRR27747575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/075/SRR27747575/SRR27747575_2.fastq.gz	3aa8ea61f0fab4eb1a8033ecb861a280;a9ab3666cb8dc9f96e9cf368b5b938b5	1098325379;1105311852				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624286	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747576	PRJNA1069754	SRP486182	SAMN39624287	SRS20268214	SRX23412895	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037832	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	19490738	5847221400	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037832: cCR.ASCC_52 Homo sapiens RNA-Seq	cCR.ASCC_52	cCR.ASCC_52	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/076/SRR27747576/SRR27747576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/076/SRR27747576/SRR27747576_2.fastq.gz	8422c5547f7353d46769a2dae38b146a;19c1077b950040fee5622733481dce11	862105873;856067564				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624287	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747577	PRJNA1069754	SRP486182	SAMN39624288	SRS20268216	SRX23412894	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037831	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	25324985	7597495500	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037831: cCR.ASCC_50 Homo sapiens RNA-Seq	cCR.ASCC_50	cCR.ASCC_50	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/077/SRR27747577/SRR27747577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/077/SRR27747577/SRR27747577_2.fastq.gz	a2d14d2f90f36305f969c6640a6060ef;68153d43f40df01f2a61601c9c7ecd96	1157610320;1182386735											
Tumor	no	no	no	no	unknown	unknown	SRR27747578	PRJNA1069754	SRP486182	SAMN39624289	SRS20268213	SRX23412893	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037830	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	44695044	13408513200	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037830: cCR.ASCC_5 Homo sapiens RNA-Seq	cCR.ASCC_5	cCR.ASCC_5	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/078/SRR27747578/SRR27747578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/078/SRR27747578/SRR27747578_2.fastq.gz	ba9dfab3f88d0eee42589374b44d1e53;c85c20f8a0968eaf544d80c628b38dec	2238528701;2274701765											
Tumor	no	no	no	no	unknown	unknown	SRR27747580	PRJNA1069754	SRP486182	SAMN39624291	SRS20268212	SRX23412891	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037828	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	26983988	8095196400	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037828: cCR.ASCC_47 Homo sapiens RNA-Seq	cCR.ASCC_47	cCR.ASCC_47	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/080/SRR27747580/SRR27747580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/080/SRR27747580/SRR27747580_2.fastq.gz	4f4085ee1994a97d0fc9630fb4391c77;dcdd021d72163cd576a6d0d2b261d670	1335890423;1342144973											
Tumor	no	no	no	no	unknown	unknown	SRR27747584	PRJNA1069754	SRP486182	SAMN39624295	SRS20268208	SRX23412887	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037824	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	23054035	6916210500	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037824: cCR.ASCC_4 Homo sapiens RNA-Seq	cCR.ASCC_4	cCR.ASCC_4	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/084/SRR27747584/SRR27747584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/084/SRR27747584/SRR27747584_2.fastq.gz	108c644a11651319f436a7d4cc48a86a;242a328bdd0adb01a29cf8c7ab1f7ace	982428940;1007094513											
Tumor	no	no	no	no	unknown	unknown	SRR27747588	PRJNA1069754	SRP486182	SAMN39624299	SRS20268203	SRX23412883	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037820	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	26847068	8054120400	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037820: cCR.ASCC_34 Homo sapiens RNA-Seq	cCR.ASCC_34	cCR.ASCC_34	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/088/SRR27747588/SRR27747588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/088/SRR27747588/SRR27747588_2.fastq.gz	45bb61f8030caf88102ae1e733ec59a3;99591d6d34a859f3d814b4a6be258856	1351479164;1367863929				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624299	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747590	PRJNA1069754	SRP486182	SAMN39624301	SRS20268201	SRX23412881	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037818	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	29435512	8830653600	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037818: cCR.ASCC_30 Homo sapiens RNA-Seq	cCR.ASCC_30	cCR.ASCC_30	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/090/SRR27747590/SRR27747590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/090/SRR27747590/SRR27747590_2.fastq.gz	7fb5743ca5be8db7b00ee220a51f1b46;f1b41852cd69a340f7089a6d85bc59cd	1515896633;1524355979											
Tumor	no	no	no	no	unknown	unknown	SRR27747593	PRJNA1069754	SRP486182	SAMN39624233	SRS20268199	SRX23412878	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037886	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	33462364	10038709200	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037886: PD.ASCC_5 Homo sapiens RNA-Seq	PD.ASCC_5	PD.ASCC_5	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/093/SRR27747593/SRR27747593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/093/SRR27747593/SRR27747593_2.fastq.gz	c817d0f08a4402f84947e5165d45408b;29b6b0cf2d2f6dde10eaa3108d8235a8	1693308244;1711159018											
Tumor	no	no	no	no	unknown	unknown	SRR27747603	PRJNA1069754	SRP486182	SAMN39624243	SRS20268188	SRX23412868	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037876	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	25967796	7790338800	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037876: PD.ASCC_27 Homo sapiens RNA-Seq	PD.ASCC_27	PD.ASCC_27	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/003/SRR27747603/SRR27747603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/003/SRR27747603/SRR27747603_2.fastq.gz	5fa071ed8a10f0d305354827e965f8b1;678a90f3c643fb5d6d1c0f6506e75efc	1198948042;1214202175				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624243	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747605	PRJNA1069754	SRP486182	SAMN39624245	SRS20268187	SRX23412866	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037874	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	27861925	8358577500	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037874: PD.ASCC_24 Homo sapiens RNA-Seq	PD.ASCC_24	PD.ASCC_24	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/005/SRR27747605/SRR27747605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/005/SRR27747605/SRR27747605_2.fastq.gz	e8af15c2a61d5a4ff6345f1072ae4e0f;3543575850233f7bb0c3f32e4c68526c	1229514200;1262812598				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624245	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747606	PRJNA1069754	SRP486182	SAMN39624246	SRS20268185	SRX23412865	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037873	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	26427391	7928217300	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037873: PD.ASCC_22 Homo sapiens RNA-Seq	PD.ASCC_22	PD.ASCC_22	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/006/SRR27747606/SRR27747606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/006/SRR27747606/SRR27747606_2.fastq.gz	54c1f5933f90873daf895620b2a7506c;c6c02bff10e8df5396844fa32b4b37b7	1253205158;1279241683				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624246	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747611	PRJNA1069754	SRP486182	SAMN39624251	SRS20268183	SRX23412860	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037868	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	17444220	5233266000	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037868: cCR.ASCC_98 Homo sapiens RNA-Seq	cCR.ASCC_98	cCR.ASCC_98	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/011/SRR27747611/SRR27747611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/011/SRR27747611/SRR27747611_2.fastq.gz	bee1e5160c96eede136e62275039bb21;ab04b64989c77be18491a36677d7bc33	760776652;758785274				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624251	PRJNA1069754
